CookerStat, GenerateAssetRegistry=0.028528, Initialize=0.216756, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionIdD22C2D3EAE4ADBB4FAAAD18BE08CE3C2_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5B571271B242DE9DA9296CB5A107D91__9B79075F4C133F72EEA2814467B1392E1C03CC5A, StartTime=2016.07.27-11.26.02, HierarchicalDDC=, DataSize=840, Duration=0.734996, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionIdD22C2D3EAE4ADBB4FAAAD18BE08CE3C2_45, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_950AB18F4EB273C495087EA86E080__37EB94E6B22A0F8A72C2303FB87EA3E00BDE108C, StartTime=2016.07.27-11.27.17, HierarchicalDDC=, DataSize=33031, Duration=80.578842, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionId2CBB079B5247C0EA9A0F5186C8CA51CE_13, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_AD6F61864A672634AA441FBD43FC9DC8_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.27-11.27.17, Duration=301.229462, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionIdD22C2D3EAE4ADBB4FAAAD18BE08CE3C2_46, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_950AB18F4EB273C495087EA86E080__9B06D837B9010C163EA783BB92F9DDE85923421F, StartTime=2016.07.27-11.27.17, HierarchicalDDC=, DataSize=8455, Duration=220.316315, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionIdF9BFFED515449BB694B3EE95A5923F74_46, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_950AB18F4EB273C495087EA86E080__DC437D8351077190AE6D206A432BFE0CF9C77B2A, StartTime=2016.07.27-11.27.17, HierarchicalDDC=, DataSize=4749, Duration=220.933792, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionIdD22C2D3EAE4ADBB4FAAAD18BE08CE3C2_47, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_AD6F61864A672634AA441FBD43FC9__2904C101458C6883B90005B97FB22DBB6C4070FE, StartTime=2016.07.27-11.27.17, HierarchicalDDC=, DataSize=262407, Duration=267.972870, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionId3BBACD32CA48EFD03861D2A27FECF003_43, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_AD6F61864A672634AA441FBD43FC9__429B5089998AB5C019489754FE591B897ABA62F5, StartTime=2016.07.27-11.27.17, HierarchicalDDC=, DataSize=65799, Duration=101.941399, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionIdF9BFFED515449BB694B3EE95A5923F74_47, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_AD6F61864A672634AA441FBD43FC9__1378298102E0715CA7A542F1F991F4DC188934D3, StartTime=2016.07.27-11.27.17, HierarchicalDDC=, DataSize=16647, Duration=101.906898, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
MaterialTransactionId10875A6AC84C34F90F51EAA16150ACC0_12, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_SF_METAL_SM4_39999__BC5N_DEV_SL_NoDBuf_EARLYZ315308F594F6F174B546C4FACFC2271BB_Num_SM4__0___TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TGPUSkinVertexFactoryfalseC2B2EA0D25C8603C8CE26A10A69C3DC125A835F813222222222222020000000_TGPUSkinVertexFactorytrueC2B2EA0D25C8603C8CE26A10A69C3DC125A835F813222222222222020000000_FLocalVertexFactory71F4352AB4AC80DC6F33DA193BB05CD139C76327422420000000005880004040404040404040404043434344444343434340404040404040404040434343404040404404040404040404040404040434343444443434343404040404040404040404343434040401610101010100042424444444444444442414141434141414141313141414144434144404444444444444441414141414141414143414341414141414141414141413131444441424144444441410101000444341434141414144444443434143444444440444444444444444444444444444444444444444444444444444444444444444444444444440401010101010101010101010101010101010101010101010121044343434344414444444444444444010101010101010101010101010130143414342414141424441413033131314144444444012443430000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D000000080000000C00000079E7119169AB47344B3F5B584C91B2B79FB451680000000000000000000000000000000000000000, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionId2CBB079B5247C0EA9A0F5186C8CA51CE_14, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_752CABAE401E098752866D93AD67C643_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.27-11.27.17, Duration=26.678429, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionId3BBACD32CA48EFD03861D2A27FECF003_44, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_AD6F61864A672634AA441FBD43FC9__3DD5FC2BDDF5A62907FC4CFB6736EEB7D81471D6, StartTime=2016.07.27-11.27.17, HierarchicalDDC=, DataSize=6899, Duration=165.862671, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionIdF9BFFED515449BB694B3EE95A5923F74_48, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_752CABAE401E098752866D93AD67C__05057D0AB85A0331BF3852F179C7205C5ECDA157, StartTime=2016.07.27-11.27.17, HierarchicalDDC=, DataSize=262407, Duration=107.651718, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionIdF9BFFED515449BB694B3EE95A5923F74_49, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_752CABAE401E098752866D93AD67C__7961400DDC9BCA34A21DBB364D12224A3AF5582C, StartTime=2016.07.27-11.27.17, HierarchicalDDC=, DataSize=65799, Duration=158.315216, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
MaterialTransactionId10875A6AC84C34F90F51EAA16150ACC0_13, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_SF_METAL_SM4_39999__BC5N_DEV_SL_NoDBuf_EARLYZ3C657DB284E02C5D8C00093943D3A3F6A_Num_SM4__0___TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TGPUSkinVertexFactoryfalseC2B2EA0D25C8603C8CE26A10A69C3DC125A835F813222222222222020000000_TGPUSkinVertexFactorytrueC2B2EA0D25C8603C8CE26A10A69C3DC125A835F813222222222222020000000_FLocalVertexFactory71F4352AB4AC80DC6F33DA193BB05CD139C76327422420000000005880004040404040404040404043434344444343434340404040404040404040434343404040404404040404040404040404040434343444443434343404040404040404040404343434040401610101010100042424444444444444442414141434141414141313141414144434144404444444444444441414141414141414143414341414141414141414141413131444441424144444441410101000444341434141414144444443434143444444440444444444444444444444444444444444444444444444444444444444444444444444444440401010101010101010101010101010101010101010101010121044343434344414444444444444444010101010101010101010101010130143414342414141424441413033131314144444444012443430000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D000000080000000C000000714DA8FCD16C1955E536BF1234D59D469DDD9EAC0000000000000000000000000000000000000000, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionIdD22C2D3EAE4ADBB4FAAAD18BE08CE3C2_48, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_752CABAE401E098752866D93AD67C__5C0977FA5B8839B39AE400A60F43C8A0999B8A2A, StartTime=2016.07.27-11.27.17, HierarchicalDDC=, DataSize=16647, Duration=107.380356, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionId3BBACD32CA48EFD03861D2A27FECF003_45, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_752CABAE401E098752866D93AD67C__B476CC4C9FD79F670DD30746C9319EEC784F6DF2, StartTime=2016.07.27-11.27.17, HierarchicalDDC=, DataSize=6899, Duration=159.499252, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionId2CBB079B5247C0EA9A0F5186C8CA51CE_15, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_39E1068B482FF543C74691B0A6FF869E_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.07.27-11.27.18, Duration=8637.672852, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionIdD22C2D3EAE4ADBB4FAAAD18BE08CE3C2_49, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_39E1068B482FF543C74691B0A6FF8__E498D66A3D56A257E9F55B2D0F4784895B29F86A, StartTime=2016.07.27-11.27.27, HierarchicalDDC=, DataSize=4194569, Duration=24.971031, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionIdF9BFFED515449BB694B3EE95A5923F74_50, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_39E1068B482FF543C74691B0A6FF8__A07D26A8997ECD910734A6AEA853A6A9A16701F6, StartTime=2016.07.27-11.27.27, HierarchicalDDC=, DataSize=1048841, Duration=254.583481, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionId3BBACD32CA48EFD03861D2A27FECF003_46, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_39E1068B482FF543C74691B0A6FF8__AF082CA8F6D823E7ED8EDC3EC2E45C9F09D74D2E, StartTime=2016.07.27-11.27.27, HierarchicalDDC=, DataSize=262407, Duration=19.320824, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionId3BBACD32CA48EFD03861D2A27FECF003_47, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_39E1068B482FF543C74691B0A6FF8__3FF15D55A96C14055703E22996CB2DE6B1655990, StartTime=2016.07.27-11.27.27, HierarchicalDDC=, DataSize=65799, Duration=235.806488, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
MaterialTransactionId10875A6AC84C34F90F51EAA16150ACC0_14, CacheKey=MATSM_4F0644619F9C48FF91E0D494C95EB050_SF_METAL_SM4_39999__BC5N_DEV_SL_NoDBuf_EARLYZ3DE0D05A4476BB6956FB25D9343EF5049_Num_SM4__0___TBasePassVSFCachedVolumeIndirectLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedVolumeIndirectLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedVolumeIndirectLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFCachedPointIndirectLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFCachedPointIndirectLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyAtmosphericFogA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassVSFSimpleDynamicLightingPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFSimpleDynamicLightingPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicySkylight25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TBasePassVSFNoLightMapPolicyA21A335C32F1DBB237A31A83520B779AE20FA0242094224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222000044040000001400000014000000140000001400000014000000_TBasePassPSFNoLightMapPolicy25403987F320C159FD99EFC5E877D2E6C16DB1122144224222222222222222222222224222222222222222222222222222222222222222222424444444440222222222222222222222244442222222222222222222222222222221240222224222222222222222222222222222222222222222222222222222222222202004044001400000014000000140000001400000014000000_TGPUSkinVertexFactoryfalseC2B2EA0D25C8603C8CE26A10A69C3DC125A835F813222222222222020000000_TGPUSkinVertexFactorytrueC2B2EA0D25C8603C8CE26A10A69C3DC125A835F813222222222222020000000_FLocalVertexFactory71F4352AB4AC80DC6F33DA193BB05CD139C76327422420000000005880004040404040404040404043434344444343434340404040404040404040434343404040404404040404040404040404040434343444443434343404040404040404040404343434040401610101010100042424444444444444442414141434141414141313141414144434144404444444444444441414141414141414143414341414141414141414141413131444441424144444441410101000444341434141414144444443434143444444440444444444444444444444444444444444444444444444444444444444444444444444444440401010101010101010101010101010101010101010101010121044343434344414444444444444444010101010101010101010101010130143414342414141424441413033131314144444444012443430000250000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000025000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000001000000010000000100000000800000008000000080000000800000008000000080000004900000010000000090000000800000010000000100000001000000026000000180000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000900000009000000090000000800000008000000080000000800000008000000080000001C00000009000000090000000900000009000000090000000900000009000000080000000800000008000000080000000800000008000000080000000D000000080000000C000000FAAB7880F8697A1BA56F7CCD6F414108E98A9F540000000000000000000000000000000000000000, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionIdD22C2D3EAE4ADBB4FAAAD18BE08CE3C2_50, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_39E1068B482FF543C74691B0A6FF8__05E53BFE37B1A9E890EA431B94368F4C5E3C47A2, StartTime=2016.07.27-11.27.27, HierarchicalDDC=, DataSize=16647, Duration=56.942207, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
DDCTransactionIdF9BFFED515449BB694B3EE95A5923F74_51, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_39E1068B482FF543C74691B0A6FF8__C30A48DBFDC4676D7F20E323BEB22FB549B4A6CA, StartTime=2016.07.27-11.27.27, HierarchicalDDC=, DataSize=7493, Duration=0.540633, RunGuid=RunID8FDF9453CD4ABACE86FD378DB057F7F2
